GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb045190	Myb_SANT-like domain-containing protein	MYB_SANT-LIKE DOMAIN-CONTAINING PROTEIN (PTHR46934:SF9)				
Zm00001eb079640	Pentatricopeptide repeat-containing protein	OS04G0477200 PROTEIN (PTHR47932:SF11)		mRNA binding(GO:0003729)		
Zm00001eb185490	Uncharacterized protein					
Zm00001eb233800	Desynaptic 2	MEIOSIS-SPECIFIC PROTEIN ASY3 (PTHR36027:SF1)			homologous chromosome pairing at meiosis(GO:0007129);meiotic cell cycle(GO:0051321)	nucleus(GO:0005634);chromosome(GO:0005694)
Zm00001eb411570	Uncharacterized protein					
Zm00001eb202340	Uncharacterized protein			RNA binding(GO:0003723)		
Zm00001eb214510	OsWRKY4 family protein	"NMDA RECEPTOR SUBUNIT EPSILON-1, PUTATIVE (DUF3598)-RELATED (PTHR33404:SF3)"			chloroplast fission(GO:0010020)	
Zm00001eb237290	Isochorismatase-like domain-containing protein					
Zm00001eb329630	Thioredoxin reductase	NADPH-DEPENDENT THIOREDOXIN REDUCTASE 3 (PTHR48105:SF26)	reductase(PC00198)	"thioredoxin-disulfide reductase (NADPH) activity(GO:0004791);enzyme activator activity(GO:0008047);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor(GO:0016671);identical protein binding(GO:0042802)"	regulation of chlorophyll biosynthetic process(GO:0010380);regulation of starch biosynthetic process(GO:0010581);removal of superoxide radicals(GO:0019430);hydrogen peroxide catabolic process(GO:0042744);cell redox homeostasis(GO:0045454)	cytoplasm(GO:0005737);chloroplast(GO:0009507)
Zm00001eb333750	C2H2 and C2HC zinc fingers superfamily protein	ZINC FINGER MATRIN-TYPE PROTEIN 5 (PTHR16465:SF0)		nucleic acid binding(GO:0003676);DNA binding(GO:0003677);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)		U12-type spliceosomal complex(GO:0005689)
Zm00001eb303640	Uncharacterized protein					
Zm00001eb351650	CCHC-type domain-containing protein	ZINC FINGER CCHC DOMAIN-CONTAINING PROTEIN 3 (PTHR22639:SF3)	viral or transposable element protein(PC00237)	nucleic acid binding(GO:0003676);double-stranded DNA binding(GO:0003690);RNA binding(GO:0003723);zinc ion binding(GO:0008270)	activation of innate immune response(GO:0002218)	
Zm00001eb365780	Calreticulin	CALRETICULIN-3 (PTHR11073:SF45)	chaperone(PC00072)	calcium ion binding(GO:0005509);carbohydrate binding(GO:0030246);metal ion binding(GO:0046872);unfolded protein binding(GO:0051082)	protein folding(GO:0006457);ERAD pathway(GO:0036503)	endoplasmic reticulum(GO:0005783);endoplasmic reticulum lumen(GO:0005788);endoplasmic reticulum membrane(GO:0005789)
Zm00001eb277240	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27000:SF785)	transmembrane signal receptor(PC00197)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886)
Zm00001eb068650	36.4 kDa proline-rich protein	BIFUNCTIONAL INHIBITOR_LIPID-TRANSFER PROTEIN_SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (PTHR31731:SF19)				
Zm00001eb063530	Cell number regulator 7	CELL NUMBER REGULATOR 7 (PTHR15907:SF232)				membrane(GO:0016020)
Zm00001eb230070	UTP--glucose-1-phosphate uridylyltransferase	UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE (PTHR43511:SF1)		UTP:glucose-1-phosphate uridylyltransferase activity(GO:0003983);transferase activity(GO:0016740);nucleotidyltransferase activity(GO:0016779);uridylyltransferase activity(GO:0070569)	glycogen metabolic process(GO:0005977);UDP-alpha-D-glucose metabolic process(GO:0006011);callose deposition in cell wall(GO:0052543)	cytoplasm(GO:0005737)
Zm00001eb278080	Late embryogenesis abundant protein				defense response to other organism(GO:0098542)	membrane(GO:0016020)
Zm00001eb045160	Ripening-related protein grip22	RIPENING-RELATED PROTEIN GRIP22 (PTHR33191:SF19)				extracellular region(GO:0005576)
Zm00001eb174550	RanBP2-type domain-containing protein	OS08G0521400 PROTEIN (PTHR23111:SF35)		mRNA binding(GO:0003729);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)		
Zm00001eb429680	Uncharacterized protein	CELL DIVISION CONTROL PROTEIN 48 C ISOFORM 1 (PTHR48470:SF1)		nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)		
Zm00001eb138710	thiamine phosphate synthase	HYDROXYMETHYLPYRIMIDINE_PHOSPHOMETHYLPYRIMIDINE KINASE THI20-RELATED (PTHR20858:SF17)	kinase(PC00137)	nucleotide binding(GO:0000166);catalytic activity(GO:0003824);thiamine-phosphate diphosphorylase activity(GO:0004789);ATP binding(GO:0005524);hydroxymethylpyrimidine kinase activity(GO:0008902);phosphomethylpyrimidine kinase activity(GO:0008972);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	thiamine biosynthetic process(GO:0009228);thiamine diphosphate biosynthetic process(GO:0009229)	chloroplast(GO:0009507)
Zm00001eb039260	"Chlorophyll a-b binding protein, chloroplastic"			chlorophyll binding(GO:0016168)	"photosynthesis, light harvesting(GO:0009765);photosynthesis(GO:0015979)"	photosystem I(GO:0009522);photosystem II(GO:0009523);chloroplast thylakoid membrane(GO:0009535);membrane(GO:0016020)
Zm00001eb257870	Uncharacterized protein					
Zm00001eb361030	DNAJ heat shock N-terminal domain-containing protein	OS01G0702450 PROTEIN (PTHR44094:SF6)	chaperone(PC00072)			endoplasmic reticulum(GO:0005783)
Zm00001eb153500	Heat-and acid-stable phosphoprotein	28 KDA HEAT- AND ACID-STABLE PHOSPHOPROTEIN (PTHR22055:SF0)				cytosol(GO:0005829)
Zm00001eb258430	CRIB domain-containing protein					
Zm00001eb287060	Protein SHI RELATED SEQUENCE 6	PROTEIN SHI RELATED SEQUENCE 6 (PTHR31604:SF22)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)
Zm00001eb291800	Uncharacterized protein					
Zm00001eb355320	Uncharacterized protein					
Zm00001eb041370	Apyrase 6	OS08G0436100 PROTEIN (PTHR11782:SF79)	nucleotide phosphatase(PC00173)			
Zm00001eb291850	Peroxidase	PEROXIDASE 1 (PTHR31235:SF81)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to stress(GO:0006950);response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
Zm00001eb120200	Uncharacterized protein					
Zm00001eb421750	Uncharacterized protein					
Zm00001eb406260	Uncharacterized protein					
Zm00001eb146810	Dof zinc finger protein (Fragment)	DOF ZINC FINGER PROTEIN (PTHR31992:SF365)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb185460	Bulb-type lectin domain-containing protein	OS02G0527900 PROTEIN (PTHR32444:SF108)		protein serine/threonine kinase activity(GO:0004674)	response to other organism(GO:0051707)	membrane(GO:0016020)
Zm00001eb315010	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 69-RELATED (PTHR47992:SF140)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	regulation of intracellular signal transduction(GO:1902531)	
Zm00001eb427810	Glutamate dehydrogenase	NAD-SPECIFIC GLUTAMATE DEHYDROGENASE (PTHR11606:SF24)	dehydrogenase(PC00092)	"nucleotide binding(GO:0000166);glutamate dehydrogenase (NAD+) activity(GO:0004352);glutamate dehydrogenase [NAD(P)+] activity(GO:0004353);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor(GO:0016639)"	amino acid metabolic process(GO:0006520);L-glutamate catabolic process(GO:0006538);cellular response to nitrogen starvation(GO:0006995);response to cold(GO:0009409);response to salt stress(GO:0009651);response to alkaline pH(GO:0010446)	mitochondrion(GO:0005739)
Zm00001eb288910	Sec23_sec24 transport family protein	PROTEIN TRANSPORT PROTEIN SEC24 (PTHR13803:SF17)	vesicle coat protein(PC00235)	SNARE binding(GO:0000149);zinc ion binding(GO:0008270)	intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);COPII-coated vesicle cargo loading(GO:0090110)	COPII vesicle coat(GO:0030127);endoplasmic reticulum exit site(GO:0070971)
Zm00001eb088110	Uncharacterized protein					
Zm00001eb400160	GDP-mannose transporter GONST3	GDP-MANNOSE TRANSPORTER GONST3 (PTHR11132:SF270)	secondary carrier transporter(PC00258)			
Zm00001eb376190	Glyoxalase_bleomycin resistance protein_dioxygenase	GB|AAF24581.1 (PTHR33993:SF14)		lyase activity(GO:0016829);dioxygenase activity(GO:0051213)		
Zm00001eb222890	non-specific serine_threonine protein kinase	EKC_KEOPS COMPLEX SUBUNIT TP53RK (PTHR12209:SF0)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);catalytic activity(GO:0003824);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	tRNA processing(GO:0008033);tRNA threonylcarbamoyladenosine metabolic process(GO:0070525)	EKC/KEOPS complex(GO:0000408);nucleus(GO:0005634);cytosol(GO:0005829)
Zm00001eb377270	Coatomer subunit beta'	COATOMER SUBUNIT BETA'-1 (PTHR19876:SF77)	vesicle coat protein(PC00235)	structural molecule activity(GO:0005198)	"intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);intra-Golgi vesicle-mediated transport(GO:0006891);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)"	Golgi membrane(GO:0000139);membrane coat(GO:0030117);COPI vesicle coat(GO:0030126);COPI-coated vesicle membrane(GO:0030663);cytoplasmic vesicle(GO:0031410)
Zm00001eb123800	Dirigent protein	DIRIGENT PROTEIN (PTHR46215:SF24)			phenylpropanoid biosynthetic process(GO:0009699)	apoplast(GO:0048046)
Zm00001eb006920	Conserved oligomeric Golgi complex subunit 8	CONSERVED OLIGOMERIC GOLGI COMPLEX SUBUNIT 8 (PTHR21311:SF0)				
Zm00001eb092270	Uncharacterized protein					
Zm00001eb397250	Ypt_Rab-GAP domain of gyp1p superfamily protein	YPT_RAB-GAP DOMAIN OF GYP1P SUPERFAMILY PROTEIN (PTHR22957:SF544)	GTPase-activating protein(PC00257)	GTPase activator activity(GO:0005096)		cytoplasm(GO:0005737)
Zm00001eb379130	Haloacid dehalogenase-like hydrolase domain-containing protein Sgpp	HALOACID DEHALOGENASE-LIKE HYDROLASE DOMAIN-CONTAINING PROTEIN SGPP (PTHR46193:SF9)	phosphatase(PC00181)			
Zm00001eb159110	Uncharacterized protein					
Zm00001eb292010	Cyclic nucleotide-gated ion channel 4	OS05G0502000 PROTEIN (PTHR45651:SF101)	ligand-gated ion channel(PC00141)	monoatomic ion channel activity(GO:0005216)	monoatomic ion transport(GO:0006811);monoatomic ion transmembrane transport(GO:0034220);transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb214550	UDP-glycosyltransferase 83A1	UDP-GLYCOSYLTRANSFERASE 83A1 (PTHR48045:SF21)	glycosyltransferase(PC00111)	UDP-glycosyltransferase activity(GO:0008194);transferase activity(GO:0016740)		
Zm00001eb401590	Pentatricopeptide repeat-containing protein	OS03G0185200 PROTEIN (PTHR24015:SF2023)		RNA binding(GO:0003723)	RNA modification(GO:0009451)	
Zm00001eb211210	Clathrin heavy chain 2				intracellular protein transport(GO:0006886);vesicle-mediated transport(GO:0016192)	
Zm00001eb215710	Tubulin alpha chain	TUBULIN ALPHA-2 CHAIN (PTHR11588:SF505)	tubulin(PC00228)	nucleotide binding(GO:0000166);structural constituent of cytoskeleton(GO:0005200);GTP binding(GO:0005525);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	microtubule cytoskeleton organization(GO:0000226);mitotic cell cycle(GO:0000278);cytoskeleton organization(GO:0007010);microtubule-based process(GO:0007017)	cytoplasm(GO:0005737);cytoskeleton(GO:0005856);microtubule(GO:0005874)
Zm00001eb207330	Uncharacterized protein					
Zm00001eb326890	glycerophosphodiester phosphodiesterase	GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE (PTHR43620:SF4)	phosphodiesterase(PC00185)	phosphoric diester hydrolase activity(GO:0008081);glycerophosphodiester phosphodiesterase activity(GO:0008889);hydrolase activity(GO:0016787)	glycerol metabolic process(GO:0006071);lipid metabolic process(GO:0006629)	
Zm00001eb179730	Malate dehydrogenase	"MALATE DEHYDROGENASE, MITOCHONDRIAL (PTHR11540:SF16)"	dehydrogenase(PC00092)	"catalytic activity(GO:0003824);oxidoreductase activity(GO:0016491);malate dehydrogenase activity(GO:0016615);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);L-malate dehydrogenase (NAD+) activity(GO:0030060)"	tricarboxylic acid cycle(GO:0006099);malate metabolic process(GO:0006108)	cytoplasm(GO:0005737)
Zm00001eb316310	Putative WRKY transcription factor 34 (Fragment)	OS09G0481700 PROTEIN (PTHR31221:SF313)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb316300	WPP domain-interacting protein 2	WPP DOMAIN-INTERACTING PROTEIN 1 (PTHR34562:SF8)				
Zm00001eb167780	Leucine-rich repeat protein kinase family protein	LEUCINE-RICH REPEAT PROTEIN KINASE FAMILY PROTEIN (PTHR27000:SF750)	transmembrane signal receptor(PC00197)	protein kinase activity(GO:0004672);ATP binding(GO:0005524);kinase activity(GO:0016301)		plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb166750	Remorin C-terminal domain-containing protein	OS11G0616300 PROTEIN (PTHR31471:SF3)				
Zm00001eb220130	Serine_arginine-rich splicing factor SR45a					
Zm00001eb156830	DUF2921 family protein	DUF2921 FAMILY PROTEIN (PTHR33389:SF33)		transferase activity(GO:0016740);ubiquitin protein ligase activity(GO:0061630)		endomembrane system(GO:0012505)
Zm00001eb356430	Putative WRKY DNA-binding domain superfamily protein	WRKY TRANSCRIPTION FACTOR 50-RELATED (PTHR31221:SF112)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb230090	Protein trichome birefringence-like 12	PROTEIN TRICHOME BIREFRINGENCE-LIKE 12 (PTHR32285:SF171)		O-acetyltransferase activity(GO:0016413);transferase activity(GO:0016740);xylan O-acetyltransferase activity(GO:1990538)		Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794)
Zm00001eb020040	Hexosyltransferase	HEXOSYLTRANSFERASE GAUT11 (PTHR32116:SF20)	transferase(PC00220)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);polygalacturonate 4-alpha-galacturonosyltransferase activity(GO:0047262)	pectin biosynthetic process(GO:0045489);cell wall organization(GO:0071555)	Golgi membrane(GO:0000139)
Zm00001eb282360	Putative receptor-like protein kinase family protein	RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN-RELATED (PTHR27003:SF89)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb255200	Uncharacterized protein	OS02G0753400 PROTEIN (PTHR33448:SF2)				
Zm00001eb074150	Thioredoxin-like 3-3	THIOREDOXIN-LIKE 3-3 (PTHR47571:SF1)	oxidoreductase(PC00176)			
Zm00001eb039000	superoxide dismutase	"SUPEROXIDE DISMUTASE [CU-ZN] 2, CHLOROPLASTIC (PTHR10003:SF95)"	oxidoreductase(PC00176)	superoxide dismutase activity(GO:0004784);copper ion binding(GO:0005507);antioxidant activity(GO:0016209);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)	superoxide metabolic process(GO:0006801);removal of superoxide radicals(GO:0019430)	chloroplast(GO:0009507)
Zm00001eb282490	Uncharacterized protein					
Zm00001eb137780	DNA binding	DNA BINDING PROTEIN (PTHR34568:SF1)				
Zm00001eb113330	Aminopeptidase	AMINOPEPTIDASE (DUF3754) (PTHR33645:SF11)	protease(PC00190)			
Zm00001eb427840	Uncharacterized protein	DIHYDRONEOPTERIN ALDOLASE_EPIMERASE DOMAIN-CONTAINING PROTEIN (PTHR34395:SF5)				
Zm00001eb385130	Histone deacetylase 11	HISTONE DEACETYLASE 11 (PTHR10625:SF23)		"histone deacetylase activity(GO:0004407);hydrolase activity(GO:0016787);deacetylase activity(GO:0019213);histone modifying activity(GO:0140993);histone deacetylase activity, hydrolytic mechanism(GO:0141221)"	chromatin organization(GO:0006325);epigenetic regulation of gene expression(GO:0040029)	histone deacetylase complex(GO:0000118);nucleus(GO:0005634);nucleoplasm(GO:0005654);catalytic complex(GO:1902494)
Zm00001eb062500	Heavy metal transport_detoxification superfamily protein	PROTEIN SODIUM POTASSIUM ROOT DEFECTIVE 2 (PTHR46119:SF15)		metal ion binding(GO:0046872)		
Zm00001eb255210	Inactive TPR repeat-containing thioredoxin TTL3	TETRATRICOPEPTIDE REPEAT (TPR)-LIKE SUPERFAMILY PROTEIN (PTHR46050:SF7)	scaffold/adaptor protein(PC00226)			cytoplasm(GO:0005737)
Zm00001eb356420	protein-serine_threonine phosphatase	PROTEIN PHOSPHATASE 2C 50 (PTHR47992:SF84)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);cation binding(GO:0043169);metal ion binding(GO:0046872)	regulation of intracellular signal transduction(GO:1902531)	
Zm00001eb043070	Oligosaccharide transporter	GH11935P (PTHR12692:SF0)	glycosyltransferase(PC00111)	transferase activity(GO:0016740)	protein N-linked glycosylation via asparagine(GO:0018279)	endoplasmic reticulum membrane(GO:0005789);oligosaccharyltransferase complex(GO:0008250)
Zm00001eb073150	Uncharacterized protein					
Zm00001eb313050	Zinc finger protein 346	ZINC FINGER PROTEIN 346 (PTHR47487:SF19)		nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270)		
Zm00001eb351940	PRA1 family protein	PRENYLATED RAB ACCEPTOR PROTEIN 1 (PTHR19317:SF0)	membrane traffic protein(PC00150)		vesicle-mediated transport(GO:0016192)	endoplasmic reticulum(GO:0005783);Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb299830	NB-ARC domain-containing protein	OS08G0174800 PROTEIN (PTHR23155:SF1028)	antimicrobial response protein(PC00051)	ADP binding(GO:0043531)	innate immune response-activating signaling pathway(GO:0002758);defense response(GO:0006952);plant-type hypersensitive response(GO:0009626);defense response to bacterium(GO:0042742);defense response to other organism(GO:0098542)	
Zm00001eb393450	Transcriptional regulatory protein algP	LYSINE-RICH ARABINOGALACTAN PROTEIN 17 (PTHR37209:SF3)				plasma membrane(GO:0005886)
Zm00001eb037670	Homeobox domain-containing protein	HOMEOBOX-LEUCINE ZIPPER PROTEIN HOX27 (PTHR45714:SF22)		"DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);sequence-specific DNA binding(GO:0043565)"	regulation of DNA-templated transcription(GO:0006355);regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
Zm00001eb176440	GLABROUS1 enhancer-binding protein-like	OS08G0467600 PROTEIN (PTHR31662:SF96)			regulation of DNA-templated transcription(GO:0006355);regulation of gene expression(GO:0010468)	nucleus(GO:0005634)
Zm00001eb219280	26S proteasome regulatory subunit RPN11	26S PROTEASOME REGULATORY PARTICLE NON-ATPASE SUBUNIT11 (PTHR10410:SF47)	translation initiation factor(PC00224)	structural constituent of ribosome(GO:0003735);protein kinase activity(GO:0004672);ATP binding(GO:0005524);peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);hydrolase activity(GO:0016787);metal ion binding(GO:0046872);proteasome binding(GO:0070628);metal-dependent deubiquitinase activity(GO:0140492)	translation(GO:0006412);proteolysis(GO:0006508);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	"proteasome complex(GO:0000502);nucleus(GO:0005634);ribosome(GO:0005840);proteasome regulatory particle, lid subcomplex(GO:0008541);ribonucleoprotein complex(GO:1990904)"
Zm00001eb256470	Tryptophan synthase beta chain-like PALP domain-containing protein	1-AMINOCYCLOPROPANE-1-CARBOXYLATE DEAMINASE-RELATED (PTHR43780:SF2)	deaminase(PC00088)	catalytic activity(GO:0003824);lyase activity(GO:0016829);D-cysteine desulfhydrase activity(GO:0019148)		mitochondrion(GO:0005739)
Zm00001eb065620	U-box domain-containing protein	E3 UBIQUITIN-PROTEIN LIGASE PUB23 (PTHR22849:SF132)		ubiquitin-protein transferase activity(GO:0004842);transferase activity(GO:0016740);ubiquitin protein ligase activity(GO:0061630)	protein ubiquitination(GO:0016567)	
Zm00001eb185390	Metal-nicotianamine transporter YSL7	METAL-NICOTIANAMINE TRANSPORTER YSL14-RELATED (PTHR31645:SF41)	transporter(PC00227)	oligopeptide transmembrane transporter activity(GO:0035673)	oligopeptide transmembrane transport(GO:0035672)	membrane(GO:0016020)
Zm00001eb263090	Uncharacterized protein					
Zm00001eb047860	Type IV inositol polyphosphate 5-phosphatase 7	OS10G0422500 PROTEIN (PTHR45666:SF2)	phosphatase(PC00181)	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity(GO:0004439);inositol-polyphosphate 5-phosphatase activity(GO:0004445);hydrolase activity(GO:0016787);phosphatase activity(GO:0016791);phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity(GO:0034485)"	phosphatidylinositol dephosphorylation(GO:0046856)	
Zm00001eb117150	Small nuclear ribonucleoprotein-associated protein	SMALL NUCLEAR RIBONUCLEOPROTEIN-ASSOCIATED PROTEIN B (PTHR10701:SF0)	RNA splicing factor(PC00148)	RNA binding(GO:0003723);snRNP binding(GO:0070990)	"mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)"	nucleus(GO:0005634);U5 snRNP(GO:0005682);U1 snRNP(GO:0005685);U2 snRNP(GO:0005686);U4 snRNP(GO:0005687);cytoplasm(GO:0005737);U4/U6 x U5 tri-snRNP complex(GO:0046540);U2-type prespliceosome(GO:0071004);catalytic step 2 spliceosome(GO:0071013);ribonucleoprotein complex(GO:1990904)
Zm00001eb355310	Homeobox domain-containing protein	WUSCHEL-RELATED HOMEOBOX 2-RELATED (PTHR45940:SF46)	homeodomain transcription factor(PC00119)	DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355);system development(GO:0048731);plant organ development(GO:0099402)	nucleus(GO:0005634)
Zm00001eb201080	Cleavage stimulating factor 64	CLEAVAGE STIMULATION FACTOR SUBUNIT 2 (PTHR45735:SF2)	mRNA polyadenylation factor(PC00146)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)	mRNA 3'-end processing(GO:0031124)	nucleus(GO:0005634);mRNA cleavage and polyadenylation specificity factor complex(GO:0005847)
Zm00001eb082470	Thioesterase superfamily member 2	OS04G0436100 PROTEIN (PTHR21660:SF37)	esterase(PC00097)	"hydrolase activity(GO:0016787);hydrolase activity, acting on ester bonds(GO:0016788);fatty acyl-CoA hydrolase activity(GO:0047617);deacylase activity(GO:0160215)"	lipid metabolic process(GO:0006629)	nucleus(GO:0005634);cytoplasm(GO:0005737);mitochondrion(GO:0005739);spindle(GO:0005819);cytosol(GO:0005829)
Zm00001eb109220	Ovule protein			DNA binding(GO:0003677)	regulation of transcription by RNA polymerase II(GO:0006357)	
Zm00001eb411080	Putative methyltransferase	"ARGININE-HYDROXYLASE NDUFAF5, MITOCHONDRIAL (PTHR13090:SF1)"		methyltransferase activity(GO:0008168);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740)	methylation(GO:0032259);mitochondrial respiratory chain complex I assembly(GO:0032981)	mitochondrion(GO:0005739)
Zm00001eb185470	Carboxypeptidase	SERINE CARBOXYPEPTIDASE-LIKE 34 (PTHR11802:SF31)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	
Zm00001eb167360	mannose-6-phosphate isomerase	MANNOSE-6-PHOSPHATE ISOMERASE (PTHR10309:SF7)	isomerase(PC00135)	mannose-6-phosphate isomerase activity(GO:0004476);zinc ion binding(GO:0008270);isomerase activity(GO:0016853);metal ion binding(GO:0046872)	carbohydrate metabolic process(GO:0005975);GDP-mannose biosynthetic process(GO:0009298)	cytosol(GO:0005829)
Zm00001eb264330	Uncharacterized protein					
Zm00001eb113280	Retrotransposon protein	N-ALPHA-ACETYLTRANSFERASE 30 (PTHR45896:SF1)	acetyltransferase(PC00038)	"protein-N-terminal amino-acid acetyltransferase activity(GO:0004596);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"		cytoplasm(GO:0005737);NatC complex(GO:0031417)
Zm00001eb387010	H(+)-exporting diphosphatase	PYROPHOSPHATE-ENERGIZED VACUOLAR MEMBRANE PROTON PUMP 1 (PTHR31998:SF52)		inorganic diphosphate phosphatase activity(GO:0004427);diphosphate hydrolysis-driven proton transmembrane transporter activity(GO:0009678)	monoatomic ion transport(GO:0006811);transmembrane transport(GO:0055085);proton transmembrane transport(GO:1902600)	vacuole(GO:0005773);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb239650	Uncharacterized protein					
Zm00001eb397260	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	"CDP-DIACYLGLYCEROL--GLYCEROL-3-PHOSPHATE 3-PHOSPHATIDYLTRANSFERASE 1, CHLOROPLASTIC (PTHR14269:SF62)"	transferase(PC00220)	"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity(GO:0008444);transferase activity(GO:0016740);phosphotransferase activity, for other substituted phosphate groups(GO:0016780);manganese ion binding(GO:0030145)"	lipid metabolic process(GO:0006629);phosphatidylglycerol biosynthetic process(GO:0006655);phospholipid biosynthetic process(GO:0008654);regulation of embryonic development(GO:0045995);glycerophospholipid biosynthetic process(GO:0046474)	cytoplasm(GO:0005737);membrane(GO:0016020)
Zm00001eb265980	Uncharacterized protein	CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 298 (PTHR13238:SF0)				
