GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb287510	Uncharacterized protein					
Zm00001eb357990	DUF4283 domain-containing protein	DUF4283 DOMAIN-CONTAINING PROTEIN (PTHR33170:SF50)				
Zm00001eb408220	Transmembrane 9 superfamily member	TRANSMEMBRANE 9 SUPERFAMILY MEMBER (PTHR10766:SF48)	transporter(PC00227)		protein localization to membrane(GO:0072657)	Golgi membrane(GO:0000139);endosome membrane(GO:0010008);membrane(GO:0016020)
Zm00001eb183830	Vacuolar protein sorting-associated protein 20 homolog 2	CHARGED MULTIVESICULAR BODY PROTEIN 6 (PTHR22761:SF5)	membrane traffic protein(PC00150)		vesicle budding from membrane(GO:0006900);vacuolar transport(GO:0007034);protein transport(GO:0015031);nuclear membrane reassembly(GO:0031468);late endosome to vacuole transport via multivesicular body sorting pathway(GO:0032511)	ESCRT III complex(GO:0000815);nuclear envelope(GO:0005635);multivesicular body(GO:0005771);endosome membrane(GO:0010008)
Zm00001eb358050	Cytochrome c oxidase subunit 5b-2 mitochondrial	CYTOCHROME C OXIDASE SUBUNIT VB (PTHR10122:SF13)	oxidase(PC00175)	metal ion binding(GO:0046872)	"mitochondrial electron transport, cytochrome c to oxygen(GO:0006123)"	mitochondrion(GO:0005739);mitochondrial envelope(GO:0005740);respiratory chain complex IV(GO:0045277)
Zm00001eb214780	Senescence-specific cysteine protease SAG39	SENESCENCE-SPECIFIC CYSTEINE PROTEASE SAG39 (PTHR12411:SF1028)	cysteine protease(PC00081)			
Zm00001eb370090	Protein kinase domain-containing protein	OS01G0772600 PROTEIN (PTHR11909:SF329)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	endocytosis(GO:0006897);gibberellic acid mediated signaling pathway(GO:0009740)	nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb369690	Partner of Nob1	RNA-BINDING PROTEIN PNO1 (PTHR12826:SF13)	endoribonuclease(PC00094)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		nucleus(GO:0005634);nucleolus(GO:0005730)
Zm00001eb091740	Amidase domain-containing protein	"AMIDASE FAMILY PROTEIN, EXPRESSED (PTHR11895:SF135)"	ligase(PC00142)	catalytic activity(GO:0003824)		
Zm00001eb102240	Type II inositol polyphosphate 5-phosphatase 15	OS09G0500300 PROTEIN (PTHR11200:SF145)	phosphatase(PC00181)	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity(GO:0004439);hydrolase activity(GO:0016787);phosphatase activity(GO:0016791);metal ion binding(GO:0046872)"	pollen germination(GO:0009846);phosphatidylinositol dephosphorylation(GO:0046856)	
Zm00001eb217320	Serine_threonine protein phosphatase 2A regulatory subunit	SERINE_THREONINE-PROTEIN PHOSPHATASE 2A 56 KDA REGULATORY SUBUNIT GAMMA ISOFORM (PTHR10257:SF3)	protein phosphatase(PC00195)	protein phosphatase regulator activity(GO:0019888);protein phosphatase activator activity(GO:0072542)	signal transduction(GO:0007165);meiotic sister chromatid cohesion(GO:0051177)	protein phosphatase type 2A complex(GO:0000159);cytoplasm(GO:0005737)
Zm00001eb422420	TPR repeat-containing thioredoxin TTL1					
Zm00001eb202150	Uncharacterized protein					
Zm00001eb052550	Uncharacterized protein	OS03G0660700 PROTEIN (PTHR33177:SF70)				
Zm00001eb370000	Uncharacterized protein					
Zm00001eb386710	Uncharacterized protein					
Zm00001eb060000	Uncharacterized protein					
Zm00001eb052750	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	5-METHYLTETRAHYDROPTEROYLTRIGLUTAMATE--HOMOCYSTEINE METHYLTRANSFERASE 1 (PTHR30519:SF22)	methyltransferase(PC00155)	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity(GO:0003871);methyltransferase activity(GO:0008168);zinc ion binding(GO:0008270);methionine synthase activity(GO:0008705);transferase activity(GO:0016740);metal ion binding(GO:0046872)	amino acid biosynthetic process(GO:0008652);methionine biosynthetic process(GO:0009086);methylation(GO:0032259);L-methionine salvage(GO:0071267)	
Zm00001eb397990	Coronatine-insensitive protein 1	CORONATINE-INSENSITIVE PROTEIN HOMOLOG 2 (PTHR13318:SF28)			SCF-dependent proteasomal ubiquitin-dependent protein catabolic process(GO:0031146)	SCF ubiquitin ligase complex(GO:0019005)
Zm00001eb358070	4Fe-4S ferredoxin-type domain-containing protein	"SUCCINATE DEHYDROGENASE [UBIQUINONE] IRON-SULFUR SUBUNIT, MITOCHONDRIAL (PTHR11921:SF29)"	dehydrogenase(PC00092)	"electron transfer activity(GO:0009055);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872);iron-sulfur cluster binding(GO:0051536);2 iron, 2 sulfur cluster binding(GO:0051537);4 iron, 4 sulfur cluster binding(GO:0051539)"	tricarboxylic acid cycle(GO:0006099);aerobic respiration(GO:0009060);respiratory electron transport chain(GO:0022904)	mitochondrion(GO:0005739)
Zm00001eb150730	Metacaspase-6	METACASPASE-1 (PTHR48104:SF30)		cysteine-type endopeptidase activity(GO:0004197)	proteolysis(GO:0006508)	cytoplasm(GO:0005737)
Zm00001eb156520	Transcription factor MYB36	TRANSCRIPTION FACTOR MYB36 (PTHR48000:SF19)		DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb225370	GDSL esterase_lipase	OS09G0132200 PROTEIN (PTHR45642:SF154)	hydrolase(PC00121)	"hydrolase activity, acting on ester bonds(GO:0016788)"		
Zm00001eb176990	Uncharacterized protein					
Zm00001eb214240	Transcriptional regulator of RNA polII SAGA subunit	EXPRESSED PROTEIN (PTHR21277:SF46)		transcription coactivator activity(GO:0003713)	regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of DNA-templated transcription(GO:0045893)	SAGA complex(GO:0000124);SAGA-type complex(GO:0070461)
Zm00001eb431310	RRM domain-containing protein	RNA-BINDING PROTEIN L (PTHR47640:SF23)		nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729)		nucleus(GO:0005634);cytosol(GO:0005829)
Zm00001eb189190	WD repeat-containing protein-like protein	OS02G0721600 PROTEIN (PTHR43991:SF38)				
Zm00001eb214760	Uncharacterized protein					
Zm00001eb372030	Uncharacterized protein					
Zm00001eb028110	Transcription initiation factor IIE subunit alpha N-terminal domain-containing protein	GENERAL TRANSCRIPTION FACTOR IIE SUBUNIT 1 (PTHR13097:SF7)	general transcription factor(PC00259)			
Zm00001eb162790	E3 ubiquitin-protein ligase SIS3	E3 UBIQUITIN-PROTEIN LIGASE SIS3 (PTHR47179:SF1)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);ligase activity(GO:0016874)	sugar mediated signaling pathway(GO:0010182);protein ubiquitination(GO:0016567)	
Zm00001eb287770	"pyruvate, phosphate dikinase"	"PYRUVATE, PHOSPHATE DIKINASE 1, CHLOROPLASTIC (PTHR22931:SF9)"	kinase(PC00137)	"nucleotide binding(GO:0000166);catalytic activity(GO:0003824);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);transferase activity, transferring phosphorus-containing groups(GO:0016772);metal ion binding(GO:0046872);pyruvate, phosphate dikinase activity(GO:0050242)"	photosynthesis(GO:0015979)	cytoplasm(GO:0005737)
Zm00001eb397180	L-ascorbate peroxidase	"L-ASCORBATE PEROXIDASE 1, CYTOSOLIC (PTHR31356:SF57)"				
Zm00001eb431230	Uncharacterized protein					
Zm00001eb294490	MPN domain-containing protein	BRCA1_BRCA2-CONTAINING COMPLEX SUBUNIT 3 (PTHR10410:SF2)	translation initiation factor(PC00224)	peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);polyubiquitin modification-dependent protein binding(GO:0031593)	double-strand break repair(GO:0006302)	BRCA1-A complex(GO:0070531);BRISC complex(GO:0070552)
Zm00001eb430720	36.4 kDa proline-rich protein	OS04G0612500 PROTEIN (PTHR31731:SF62)				
Zm00001eb151410	Pentatricopeptide repeat-containing protein					
Zm00001eb162730	Aquaporin SIP1-1	AQUAPORIN SIP1-1 (PTHR46739:SF8)		water channel activity(GO:0015250)	generation of catalytic spliceosome for second transesterification step(GO:0000350);water transport(GO:0006833)	nucleus(GO:0005634);membrane(GO:0016020)
Zm00001eb411760	adenylate kinase	ADENYLATE KINASE (PTHR23359:SF182)	nucleotide kinase(PC00172)	"nucleotide binding(GO:0000166);AMP kinase activity(GO:0004017);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);phosphotransferase activity, phosphate group as acceptor(GO:0016776);nucleobase-containing compound kinase activity(GO:0019205)"	nucleobase-containing compound metabolic process(GO:0006139);purine nucleotide metabolic process(GO:0006163);nucleoside monophosphate phosphorylation(GO:0046940)	cytoplasm(GO:0005737);mitochondrion(GO:0005739)
Zm00001eb397360	UDP-glucuronate decarboxylase	UDP-GLUCURONATE DECARBOXYLASE (PTHR43078:SF51)	decarboxylase(PC00089)	lyase activity(GO:0016829);carboxy-lyase activity(GO:0016831);UDP-glucuronate decarboxylase activity(GO:0048040);NAD+ binding(GO:0070403)	UDP-D-xylose biosynthetic process(GO:0033320);D-xylose metabolic process(GO:0042732)	cytoplasm(GO:0005737);Golgi cisterna membrane(GO:0032580)
Zm00001eb355930	Uncharacterized protein					
Zm00001eb397870	Myosin heavy chain-related	EXPRESSED PROTEIN (PTHR48163:SF2)				
Zm00001eb151370	Uncharacterized protein					
Zm00001eb017130	Beta-adaptin-like protein	AP COMPLEX SUBUNIT BETA (PTHR11134:SF3)	membrane traffic protein(PC00150)	clathrin binding(GO:0030276)	intracellular protein transport(GO:0006886);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)	cytoplasm(GO:0005737);Golgi apparatus(GO:0005794);membrane coat(GO:0030117);clathrin adaptor complex(GO:0030131);clathrin-coated vesicle membrane(GO:0030665);cytoplasmic vesicle(GO:0031410)
Zm00001eb294560	Uncharacterized protein	MYB-RELATED PROTEIN (PTHR47997:SF79)	homeodomain transcription factor(PC00119)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb217210	p8MTCP1	"COILED-COIL-HELIX-COILED-COIL-HELIX DOMAIN CONTAINING 2, ISOFORM A-RELATED (PTHR13523:SF2)"			mitochondrion organization(GO:0007005)	nucleus(GO:0005634);mitochondrion(GO:0005739)
Zm00001eb214920	ATP binding protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN-RELATED (PTHR47634:SF9)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	spliceosomal complex assembly(GO:0000245);regulation of mRNA processing(GO:0050684)	
Zm00001eb151570	Protein UPSTREAM OF FLC	PROTEIN SOSEKI 1 (PTHR31083:SF5)			protein polymerization(GO:0051258);cell division(GO:0051301)	plasma membrane(GO:0005886)
Zm00001eb178370	Thioredoxin domain-containing protein 9-like protein	THIOREDOXIN DOMAIN-CONTAINING PROTEIN 9 (PTHR21148:SF11)	protein-binding activity modulator(PC00095)		microtubule cytoskeleton organization(GO:0000226)	cytoplasm(GO:0005737)
Zm00001eb214580	Uncharacterized protein	OS03G0756700 PROTEIN (PTHR31267:SF3)				
Zm00001eb069250	Protein kinase domain-containing protein					
Zm00001eb294820	Uncharacterized protein					
Zm00001eb357000	protein-serine_threonine phosphatase	PROTEIN-SERINE_THREONINE PHOSPHATASE (PTHR47992:SF117)	protein phosphatase(PC00195)	phosphoprotein phosphatase activity(GO:0004721);protein serine/threonine phosphatase activity(GO:0004722);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	regulation of intracellular signal transduction(GO:1902531)	
Zm00001eb356050	Actin	ACTIN-97 (PTHR11937:SF276)	actin and actin related protein(PC00039)	nucleotide binding(GO:0000166);structural constituent of cytoskeleton(GO:0005200);ATP binding(GO:0005524);hydrolase activity(GO:0016787)	cytoskeleton organization(GO:0007010);anatomical structure morphogenesis(GO:0009653);cell development(GO:0048468)	cytoskeleton(GO:0005856);actin cytoskeleton(GO:0015629)
Zm00001eb415010	AP2_ERF domain-containing protein	AP2_ERF DOMAIN-CONTAINING PROTEIN (PTHR32467:SF83)	DNA-binding transcription factor(PC00218)			
Zm00001eb217330	Uncharacterized protein					
Zm00001eb397200	Pentatricopeptide repeat-containing protein chloroplastic	OS03G0284900 PROTEIN (PTHR47942:SF50)		mRNA binding(GO:0003729)	mRNA processing(GO:0006397)	cytoplasm(GO:0005737)
Zm00001eb069090	Precursor elicitor peptide1					
Zm00001eb339910	Uncharacterized protein					
Zm00001eb339860	PUA domain-containing protein	MALIGNANT T-CELL-AMPLIFIED SEQUENCE 1 (PTHR22798:SF0)	translation initiation factor(PC00224)			
Zm00001eb397410	ADP-ribosylation factor			nucleotide binding(GO:0000166);GTPase activity(GO:0003924);GTP binding(GO:0005525)	vesicle-mediated transport(GO:0016192)	
Zm00001eb066880	EH domain-containing protein 1	OS04G0669300 PROTEIN (PTHR11216:SF145)	membrane traffic protein(PC00150)	nucleotide binding(GO:0000166);calcium ion binding(GO:0005509);GTP binding(GO:0005525);protein-macromolecule adaptor activity(GO:0030674);metal ion binding(GO:0046872)	endocytosis(GO:0006897);endosomal transport(GO:0016197);protein homooligomerization(GO:0051260)	cytoplasm(GO:0005737);plasma membrane(GO:0005886);endosome membrane(GO:0010008)
Zm00001eb422100	Uncharacterized protein					
Zm00001eb355950	Uncharacterized protein			RNA binding(GO:0003723)		
Zm00001eb411180	sucrose synthase	SUCROSE SYNTHASE 3 (PTHR45839:SF13)		sucrose synthase activity(GO:0016157);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757)	sucrose metabolic process(GO:0005985)	
Zm00001eb427710	Peptidase M48 domain-containing protein	"PLASTOGLOBULE-LOCALIZED METALLOPEPTIDASE 48, CHLOROPLASTIC (PTHR10120:SF26)"	metalloprotease(PC00153)	endopeptidase activity(GO:0004175);metalloendopeptidase activity(GO:0004222);peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	proteolysis(GO:0006508);CAAX-box protein processing(GO:0071586)	endoplasmic reticulum membrane(GO:0005789)
Zm00001eb346630	Putative clathrin heavy chain family protein				intracellular protein transport(GO:0006886);vesicle-mediated transport(GO:0016192)	
Zm00001eb214470	Ovule protein					
Zm00001eb052730	SHSP domain-containing protein	SHSP DOMAIN-CONTAINING PROTEIN (PTHR43670:SF64)	chaperone(PC00072)		defense response(GO:0006952);cellular response to heat(GO:0034605)	plasma membrane(GO:0005886)
Zm00001eb084650	Uncharacterized protein					
Zm00001eb179050	HXXXD-type acyl-transferase family protein	HXXXD-TYPE ACYL-TRANSFERASE FAMILY PROTEIN (PTHR31642:SF210)	acetyltransferase(PC00038)	"transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"		
Zm00001eb397670	Putative E3 ubiquitin-protein ligase XBAT31	"REPEAT FAMILY PROTEIN, PUTATIVE, EXPRESSED-RELATED (PTHR24128:SF108)"	homeodomain transcription factor(PC00119)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);ligase activity(GO:0016874);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)		
Zm00001eb052440	Zinc transporter 10	FE(2+) TRANSPORT PROTEIN 1 (PTHR11040:SF220)	secondary carrier transporter(PC00258)	zinc ion transmembrane transporter activity(GO:0005385);metal ion transmembrane transporter activity(GO:0046873)	transition metal ion transport(GO:0000041);monoatomic ion transport(GO:0006811);metal ion transport(GO:0030001);transmembrane transport(GO:0055085);zinc ion transmembrane transport(GO:0071577)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb272740	CUE domain-containing protein			ubiquitin binding(GO:0043130)		
Zm00001eb052930	Nuclear pore complex protein NUP96	"5-AMINO-6-(5-PHOSPHO-D-RIBITYLAMINO)URACIL PHOSPHATASE, CHLOROPLASTIC (PTHR47108:SF1)"	phosphatase(PC00181)		riboflavin biosynthetic process(GO:0009231)	
Zm00001eb057300	Inosine-5'-monophosphate dehydrogenase	INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE (PTHR11911:SF111)	dehydrogenase(PC00092)	nucleotide binding(GO:0000166);catalytic activity(GO:0003824);IMP dehydrogenase activity(GO:0003938);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)	purine nucleotide biosynthetic process(GO:0006164);GMP biosynthetic process(GO:0006177);GTP biosynthetic process(GO:0006183)	cytoplasm(GO:0005737)
Zm00001eb430600	Protein kinase domain-containing protein	OS08G0224100 PROTEIN (PTHR23257:SF966)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	cytoplasm(GO:0005737)
Zm00001eb420230	Transcriptional regulator of RNA polII SAGA subunit	TRANSCRIPTIONAL REGULATOR OF RNA POLII SAGA SUBUNIT (PTHR21277:SF22)		transcription coactivator activity(GO:0003713)	regulation of transcription by RNA polymerase II(GO:0006357);positive regulation of DNA-templated transcription(GO:0045893)	SAGA complex(GO:0000124);SAGA-type complex(GO:0070461)
Zm00001eb182720	Uncharacterized protein					
Zm00001eb272570	Putative LOB domain-containing family protein	LOB DOMAIN-CONTAINING PROTEIN 2 (PTHR31301:SF19)		DNA-binding transcription activator activity(GO:0001216)	regulation of DNA-templated transcription(GO:0006355);positive regulation of DNA-templated transcription(GO:0045893)	nucleus(GO:0005634)
Zm00001eb162590	Uncharacterized protein					
Zm00001eb392650	Carboxypeptidase	RETINOID-INDUCIBLE SERINE CARBOXYPEPTIDASE (PTHR11802:SF3)	serine protease(PC00203)	carboxypeptidase activity(GO:0004180);serine-type carboxypeptidase activity(GO:0004185);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	
Zm00001eb179130	DNA binding protein	OS08G0421900 PROTEIN (PTHR46364:SF8)		chromatin binding(GO:0003682);zinc ion binding(GO:0008270);metal ion binding(GO:0046872)		
Zm00001eb369720	Uncharacterized protein					
Zm00001eb346550	PfkB-like carbohydrate kinase family protein	PSEUDOURIDINE KINASE-RELATED (PTHR43085:SF1)	carbohydrate kinase(PC00065)	kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872);pseudouridine kinase activity(GO:0050225)	pyrimidine ribonucleoside metabolic process(GO:0046131)	peroxisome(GO:0005777)
Zm00001eb028020	Organic cation_carnitine transporter 7	MAJOR FACILITATOR-TYPE TRANSPORTER HXNZ-RELATED (PTHR23511:SF5)		transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb397470	Phosphoinositide binding	NITRIC OXIDE SYNTHASE-INTERACTING PROTEIN (PTHR13063:SF10)		zinc ion binding(GO:0008270);ubiquitin protein ligase activity(GO:0061630)		nucleus(GO:0005634)
Zm00001eb397760	RING-type domain-containing protein	RING-TYPE DOMAIN-CONTAINING PROTEIN (PTHR45977:SF4)		zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567)	membrane(GO:0016020)
Zm00001eb069030	Uncharacterized protein					
Zm00001eb270370	Protein arginine N-methyltransferase PRMT10	PROTEIN ARGININE N-METHYLTRANSFERASE PRMT10 (PTHR11006:SF68)	protein modifying enzyme(PC00260)	methyltransferase activity(GO:0008168);protein-arginine N-methyltransferase activity(GO:0016274);transferase activity(GO:0016740);protein-arginine omega-N monomethyltransferase activity(GO:0035241);protein-arginine omega-N asymmetric methyltransferase activity(GO:0035242);histone methyltransferase activity(GO:0042054);histone H4R3 methyltransferase activity(GO:0044020)	chromatin remodeling(GO:0006338);regulation of DNA-templated transcription(GO:0006355);vegetative to reproductive phase transition of meristem(GO:0010228);methylation(GO:0032259)	nucleus(GO:0005634)
Zm00001eb357120	BHLH domain-containing protein	BASIC HELIX-LOOP-HELIX (BHLH) FAMILY PROTEIN-LIKE (PTHR46665:SF4)	basic helix-loop-helix transcription factor(PC00055)	transcription cis-regulatory region binding(GO:0000976);protein dimerization activity(GO:0046983)		nucleus(GO:0005634)
Zm00001eb178960	Ubiquitin-protein ligase_ zinc ion binding protein	RING-TYPE E3 UBIQUITIN TRANSFERASE BRCA1 (PTHR47776:SF2)		ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);ligase activity(GO:0016874);metal ion binding(GO:0046872)	homologous recombination(GO:0035825)	nucleus(GO:0005634)
Zm00001eb177610	CRAL_TRIO N-terminal domain-containing protein	OS02G0200000 PROTEIN (PTHR46226:SF3)				
Zm00001eb270540	Coatomer subunit beta'	COATOMER SUBUNIT BETA'-1 (PTHR19876:SF77)	vesicle coat protein(PC00235)	structural molecule activity(GO:0005198)	"intracellular protein transport(GO:0006886);endoplasmic reticulum to Golgi vesicle-mediated transport(GO:0006888);retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum(GO:0006890);intra-Golgi vesicle-mediated transport(GO:0006891);protein transport(GO:0015031);vesicle-mediated transport(GO:0016192)"	Golgi membrane(GO:0000139);membrane coat(GO:0030117);COPI vesicle coat(GO:0030126);COPI-coated vesicle membrane(GO:0030663);cytoplasmic vesicle(GO:0031410)
Zm00001eb374560	Pentatricopeptide repeat-containing protein mitochondrial	OS06G0184866 PROTEIN (PTHR47938:SF2)	chaperone(PC00072)	mRNA binding(GO:0003729)		
Zm00001eb066790	"Probable phytol kinase, chloroplastic"	DOLICHOL KINASE (PTHR32523:SF8)	kinase(PC00137)	phytol kinase activity(GO:0010276);kinase activity(GO:0016301);transferase activity(GO:0016740)	vitamin E biosynthetic process(GO:0010189)	chloroplast(GO:0009507);chloroplast membrane(GO:0031969)
Zm00001eb178490	BURP5	POLYGALACTURONASE 1 BETA-LIKE PROTEIN 2 (PTHR31458:SF2)				
Zm00001eb027990	Uncharacterized protein					
Zm00001eb178690	Hypersensitive-induced response protein	HYPERSENSITIVE-INDUCED RESPONSE PROTEIN 2 (PTHR43327:SF31)	transporter(PC00227)			
Zm00001eb317250	Uncharacterized protein	SUBTILISIN-LIKE PROTEASE SBT4.13 (PTHR10795:SF706)	serine protease(PC00203)	serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787)	proteolysis(GO:0006508)	extracellular region(GO:0005576)
Zm00001eb173810	BAR domain-containing protein					cytoplasm(GO:0005737)
Zm00001eb272590	Uncharacterized protein					
Zm00001eb369880	SNF2 domain-containing protein _ helicase domain-containing protein _ zinc finger protein-related	ATP-DEPENDENT HELICASE ULS1 (PTHR45626:SF16)		"nucleotide binding(GO:0000166);helicase activity(GO:0004386);ATP binding(GO:0005524);ATP-dependent activity, acting on DNA(GO:0008094);zinc ion binding(GO:0008270);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)"	DNA repair(GO:0006281)	nucleus(GO:0005634)
Zm00001eb272800	Protein kinase superfamily protein	OS06G0703000 PROTEIN (PTHR45621:SF6)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)		membrane(GO:0016020)
Zm00001eb178780	HMA domain-containing protein	OS08G0405700 PROTEIN (PTHR46119:SF8)		metal ion binding(GO:0046872)		
Zm00001eb420300	Uncharacterized protein					
Zm00001eb430890	Cysteine-rich transmembrane CYSTM domain-containing protein					plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb411670	C2H2-like zinc finger protein	RE51073P (PTHR21385:SF0)				
Zm00001eb217140	Hexosyltransferase	POLYGALACTURONATE 4-ALPHA-GALACTURONOSYLTRANSFERASE (PTHR32116:SF99)	transferase(PC00220)	glycosyltransferase activity(GO:0016757);polygalacturonate 4-alpha-galacturonosyltransferase activity(GO:0047262)	pectin biosynthetic process(GO:0045489);cell wall organization(GO:0071555)	Golgi membrane(GO:0000139)
Zm00001eb151760	FK506-binding protein 2-1					
Zm00001eb357770	Cyclin N-terminal domain-containing protein					
Zm00001eb425390	Uncharacterized protein					
Zm00001eb162330	Morc S5 domain-containing protein	PROTEIN MICRORCHIDIA 6 (PTHR23336:SF44)		nucleotide binding(GO:0000166);nuclease activity(GO:0004518);endonuclease activity(GO:0004519);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	DNA repair(GO:0006281);chromatin organization(GO:0006325);DNA damage response(GO:0006974);regulatory ncRNA-mediated gene silencing(GO:0031047);positive regulation of defense response(GO:0031349);defense response to other organism(GO:0098542)	nucleus(GO:0005634)
Zm00001eb397620	BGGP Beta-1-3-galactosyl-O-glycosyl-glycoprotein isoform 1	BETA-GLUCURONOSYLTRANSFERASE GLCAT14C (PTHR45719:SF8)	glycosyltransferase(PC00111)	glucuronosyltransferase activity(GO:0015020);transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757)		membrane(GO:0016020)
Zm00001eb420270	Protein DETOXIFICATION	METHYLESTERASE 1 (PTHR10992:SF1083)	esterase(PC00097)	antiporter activity(GO:0015297);hydrolase activity(GO:0016787);xenobiotic transmembrane transporter activity(GO:0042910);methyl indole-3-acetate esterase activity(GO:0080030);methyl salicylate esterase activity(GO:0080031);methyl jasmonate esterase activity(GO:0080032)	jasmonic acid metabolic process(GO:0009694);salicylic acid metabolic process(GO:0009696);xenobiotic transport(GO:0042908);transmembrane transport(GO:0055085)	membrane(GO:0016020)
Zm00001eb083090	DUF1618 domain-containing protein	DUF1618 DOMAIN-CONTAINING PROTEIN (PTHR33086:SF58)				
Zm00001eb369850	Protein ULTRAPETALA 1	PROTEIN ULTRAPETALA 1 (PTHR34053:SF1)				nucleus(GO:0005634);cytosol(GO:0005829)
Zm00001eb102060	Cysteine_Histidine-rich C1 domain family protein	OS09G0492800 PROTEIN (PTHR47841:SF3)	kinase(PC00137)	metal ion binding(GO:0046872)		
Zm00001eb150880	Haloacid dehalogenase (HAD) superfamily protein	"PHOSPHATIDYLGLYCEROPHOSPHATASE GEP4, MITOCHONDRIAL (PTHR19288:SF25)"	phosphatase(PC00181)	phosphatidylglycerophosphatase activity(GO:0008962);phosphatase activity(GO:0016791)	phosphatidylglycerol biosynthetic process(GO:0006655);lipid biosynthetic process(GO:0008610);chloroplast organization(GO:0009658);thylakoid membrane organization(GO:0010027);photosynthesis(GO:0015979);glycerolipid metabolic process(GO:0046486);phospholipid dephosphorylation(GO:0046839);root development(GO:0048364)	cytoplasm(GO:0005737);mitochondrion(GO:0005739);chloroplast(GO:0009507)
Zm00001eb057330	Transmembrane protein	OS03G0778400 PROTEIN (PTHR33287:SF11)				
Zm00001eb215270	Uncharacterized protein					
Zm00001eb162920	Pre-mRNA-processing protein 40A	PRP40 PRE-MRNA PROCESSING FACTOR 40 HOMOLOG A (YEAST) (PTHR11864:SF0)		RNA binding(GO:0003723);RNA polymerase binding(GO:0070063)	"mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380);mRNA cis splicing, via spliceosome(GO:0045292)"	nucleus(GO:0005634);U1 snRNP(GO:0005685);U2-type prespliceosome(GO:0071004)
