#node	identifier	domain_summary_url	annotation	other_names_and_aliases
A0A1D6MW00	4577.A0A1D6MW00	H+-translocating pyrophosphatase.	https://smart.embl.de/smart/DDvec.cgi?smart=807:TRANS(50|67)+Pfam_H_PPase(81|802)+	103650470,7.1.3.1,A0A1D6MW00,A0A1D6MW00_MAIZE,EC 7.1.3.1,H+-translocating diphosphatase,H+-translocating pyrophosphatase,XM_008676058.1,XM_008676059.1,XP_008674280,XP_008674280.1,XP_008674281.1,ZEAMMB73_Zm00001d041420,zma:103650470
A0A1D6MW07	4577.A0A1D6MW07	Bifunctional nuclease 1.	https://smart.embl.de/smart/DDvec.cgi?smart=275:Pfam_DNase-RNase(153|274)+	103652143,A0A1D6MW07,A0A1D6MW07_MAIZE,Bifunctional nuclease 1,Bifunctional nuclease 2,XP_020406463,ZEAMMB73_Zm00001d041421,zma:103652143
A0A1D6MW08	4577.A0A1D6MW08	Non-specific serine/threonine protein kinase; Belongs to the protein kinase superfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=409:S_TKc(19|278)+Pfam_NAF(279|334)+	2.7.11.1,A0A1D6MW08,A0A1D6MW08_MAIZE,Non-specific serine/threonine protein kinase,ZEAMMB73_Zm00001d041422
A0A1D6MW16	4577.A0A1D6MW16	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=86:TRANS(45|67)+	111347723,A0A1D6MW16,A0A1D6MW16_MAIZE,NP_001344587,Uncharacterized protein,Uncharacterized protein LOC111347723,ZEAMMB73_Zm00001d041436,zma:111347723
A0A1D6MW21	4577.A0A1D6MW21	IQ-domain 19.	https://smart.embl.de/smart/DDvec.cgi?smart=443:IQ(136|158)+IQ(159|180)+Pfam_DUF4005(258|395)+	103650478,A0A1D6MW21,A0A1D6MW21_MAIZE,IQ-domain 19,Uncharacterized protein LOC103650478,XM_008676062.1,XP_008674284.1,XP_023157862,ZEAMMB73_Zm00001d041437,zma:103650478
A0A1D6MW39	4577.A0A1D6MW39	Serine/threonine-protein kinase Nek1.	https://smart.embl.de/smart/DDvec.cgi?smart=563:Pfam_Pkinase_Tyr(18|225)+	A0A1D6MW39,A0A1D6MW39_MAIZE,Serine/threonine-protein kinase Nek1,ZEAMMB73_Zm00001d041439
A0A1D6MW79	4577.A0A1D6MW79	Protein tesmin/TSO1-like CXC 2.	https://smart.embl.de/smart/DDvec.cgi?smart=836:CXC(523|564)+CXC(609|650)+	100216775,A0A1D6MW79,A0A1D6MW79_MAIZE,Protein tesmin/TSO1-like CXC 2,ZEAMMB73_Zm00001d041445
A0A1D6MW99	4577.A0A1D6MW99	Paired amphipathic helix protein Sin3-like 3.	https://smart.embl.de/smart/DDvec.cgi?smart=786:Pfam_PAH(46|90)+Pfam_PAH(129|173)+HDAC_interact(637|697)+	A0A1D6MW99,A0A1D6MW99_MAIZE,Paired amphipathic helix protein Sin3-like 3,ZEAMMB73_Zm00001d041450
A0A1D6MWA2	4577.A0A1D6MWA2	Paired amphipathic helix protein Sin3-like 3.	https://smart.embl.de/smart/DDvec.cgi?smart=1155:Pfam_PAH(46|90)+Pfam_PAH(129|173)+HDAC_interact(847|945)+	103650483,A0A1D6MWA2,A0A1D6MWA2_MAIZE,Paired amphipathic helix protein Sin3-like 3,Paired amphipathic helix protein Sin3a,XP_020405874,ZEAMMB73_Zm00001d041453,zma:103650483
A0A1D6MWA7	4577.A0A1D6MWA7	40S ribosomal protein S8; Belongs to the eukaryotic ribosomal protein eS8 family.	https://smart.embl.de/smart/DDvec.cgi?smart=413:Pfam_Ribosomal_S8e(153|352)+	40S ribosomal protein S8,A0A1D6MWA7,A0A1D6MWA7_MAIZE,ZEAMMB73_Zm00001d041457
A0A1D6MWB3	4577.A0A1D6MWB3	SAUR-like auxin-responsive protein family.	https://smart.embl.de/smart/DDvec.cgi?smart=140:Pfam_Auxin_inducible(8|118)+	103650488,A0A1D6MWB3,A0A1D6MWB3_MAIZE,SAUR-like auxin-responsive protein family,Uncharacterized protein LOC103650488 isoform X1,XM_008676075.1,XP_008674297,XP_008674297.1,ZEAMMB73_Zm00001d041462,zma:103650488
A0A1D6MWB6	4577.A0A1D6MWB6	OSJNBa0058K23.8-like protein.	http://smart.embl.de/smart/DDvec.cgi?smart=355:	100274591,A0A1D6MWB6,A0A1D6MWB6_MAIZE,NP_001142416,OSJNBa0058K23.8-like protein,Uncharacterized LOC100274591,ZEAMMB73_Zm00001d041467,zma:100274591
A0A1D6MWB7	4577.A0A1D6MWB7	S-adenosyl-L-methionine-dependent methyltransferase superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=551:Pfam_Methyltransf_32(130|306)+	100216669,A0A1D6MWB7,A0A1D6MWB7_MAIZE,NP_001136550,Uncharacterized protein LOC100216669,XM_008674021.1,XM_008674022.1,XM_008674023.1,XM_008674024.1,XP_008672243.1,XP_008672244.1,XP_008672245.1,XP_008672246.1,ZEAMMB73_Zm00001d041471,zma:100216669
A0A1D6MWC7	4577.A0A1D6MWC7	NAC domain-containing protein 21/22.	https://smart.embl.de/smart/DDvec.cgi?smart=339:Pfam_NAM(14|143)+	103650490,A0A1D6MWC7,A0A1D6MWC7_MAIZE,NAC domain-containing protein 21/22,NAC domain-containing protein 21/22 isoform X1,XM_008676077.1,XP_008674299,XP_008674299.1,ZEAMMB73_Zm00001d041472,zma:103650490
A0A1D6MWD1	4577.A0A1D6MWD1	Septin and tuftelin-interacting protein 1 homolog 1.	https://smart.embl.de/smart/DDvec.cgi?smart=998:Pfam_TIP_N(1|121)+G_patch(169|215)+Pfam_GCFC(388|660)+Pfam_TFIIA_gamma_C(812|858)+	100216762,A0A1D6MWD1,A0A1D6MWD1_MAIZE,NP_001136634,Tuftelin-interacting protein 11,Uncharacterized protein LOC100216762,ZEAMMB73_Zm00001d041475,zma:100216762
A0A1D6MWD6	4577.A0A1D6MWD6	DEAD-box ATP-dependent RNA helicase 53.	https://smart.embl.de/smart/DDvec.cgi?smart=599:DEXDc(112|314)+HELICc(351|431)+	103650492,A0A1D6MWD6,A0A1D6MWD6_MAIZE,DEAD-box ATP-dependent RNA helicase 53,DEAD-box ATP-dependent RNA helicase 9,XM_008676079.1,XP_008674301,XP_008674301.1,ZEAMMB73_Zm00001d041480,zma:103650492
A0A1D6MWD7	4577.A0A1D6MWD7	Patatin; Lipolytic acyl hydrolase (LAH). Belongs to the patatin family.	https://smart.embl.de/smart/DDvec.cgi?smart=454:Pfam_Patatin(53|255)+	103650493,3.1.1.-,A0A1D6MWD7,A0A1D6MWD7_MAIZE,Patatin,Patatin-like protein 3,XM_008676080.1,XP_008674302,XP_008674302.1,ZEAMMB73_Zm00001d041481,zma:103650493
A0A1D6MWD8	4577.A0A1D6MWD8	WPP domain-associated protein.	http://smart.embl.de/smart/DDvec.cgi?smart=574:	103650495,A0A1D6MWD8,A0A1D6MWD8_MAIZE,WPP domain-associated protein,WPP domain-associated protein isoform X1,XM_008676081.1,XP_008674303,XP_008674303.1,ZEAMMB73_Zm00001d041484,zma:103650495
A0A1D6MWE4	4577.A0A1D6MWE4	Chaperone DnaJ-domain superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=547:TRANS(69|91)+TRANS(98|120)+TRANS(130|152)+TRANS(165|187)+DnaJ(287|349)+Pfam_Jiv90(384|477)+	103650497,A0A1D6MWE4,A0A1D6MWE4_MAIZE,Chaperone DnaJ-domain superfamily protein,DnaJ homolog subfamily C member 14,Uncharacterized protein LOC103650497,XP_008674305,ZEAMMB73_Zm00001d041488,zma:103650497
A0A1D6MWH4	4577.A0A1D6MWH4	Remorin family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=381:Pfam_Remorin_C(262|372)+	A0A1D6MWH4,A0A1D6MWH4_MAIZE,Remorin family protein,ZEAMMB73_Zm00001d041496
A0A1D6MWL2	4577.A0A1D6MWL2	GRAS domain-containing protein; Belongs to the GRAS family.	https://smart.embl.de/smart/DDvec.cgi?smart=345:Pfam_GRAS(117|223)+Pfam_GRAS(218|329)+	A0A1D6MWL2,A0A1D6MWL2_MAIZE,GRAS domain-containing protein,ZEAMMB73_Zm00001d041498
A0A1D6MWN6	4577.A0A1D6MWN6	Protein kinase domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=731:Pfam_Pkinase_Tyr(112|367)+	100383325,A0A1D6MWN6,A0A1D6MWN6_MAIZE,Protein kinase domain-containing protein,ZEAMMB73_Zm00001d041514
A0A1D6MWQ7	4577.A0A1D6MWQ7	Formin-like protein; Belongs to the formin-like family.	https://smart.embl.de/smart/DDvec.cgi?smart=2140:FH2(1177|2140)+	103652160,A0A1D6MWQ7,A0A1D6MWQ7_MAIZE,Formin-like protein,Formin-like protein 12 isoform X3,XP_008676021,ZEAMMB73_Zm00001d041515,zma:103652160
A0A1D6MWR7	4577.A0A1D6MWR7	Myb_DNA-bind_3 domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=306:Pfam_Myb_DNA-bind_3(10|106)+	103650508,A0A1D6MWR7,A0A1D6MWR7_MAIZE,Myb_DNA-bind_3 domain-containing protein,Uncharacterized protein LOC103650508,XM_008676089.1,XM_008676090.1,XP_008674311,XP_008674311.1,XP_008674312.1,ZEAMMB73_Zm00001d041522,zma:103650508
A0A1D6MWR8	4577.A0A1D6MWR8	TPX2 (Targeting protein for Xklp2) protein family.	https://smart.embl.de/smart/DDvec.cgi?smart=444:Pfam_TPX2(358|414)+	103650509,A0A1D6MWR8,A0A1D6MWR8_MAIZE,Uncharacterized protein LOC103650509,XP_008674313,ZEAMMB73_Zm00001d041523,zma:103650509
A0A1D6MWR9	4577.A0A1D6MWR9	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=628:	100275572,A0A1D6MWR9,A0A1D6MWR9_MAIZE,NP_001143095,Uncharacterized protein,Uncharacterized protein LOC100275572,ZEAMMB73_Zm00001d041525,zma:100275572
A0A1D6MWS3	4577.A0A1D6MWS3	Transcription initiation factor TFIID subunit 8.	https://smart.embl.de/smart/DDvec.cgi?smart=357:BTP(9|85)+Pfam_TAF8_C(148|197)+	109944834,A0A1D6MWS3,A0A1D6MWS3_MAIZE,Transcription initiation factor TFIID subunit 8,XP_020405890,ZEAMMB73_Zm00001d041530,zma:109944834
A0A1D6MWS7	4577.A0A1D6MWS7	Transmembrane amino acid transporter family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=609:Pfam_Aa_trans(184|510)+TRANS(576|598)+	103650516,A0A1D6MWS7,A0A1D6MWS7_MAIZE,ZEAMMB73_Zm00001d041534
A0A1D6MWS9	4577.A0A1D6MWS9	ROTUNDIFOLIA like 8.	https://smart.embl.de/smart/DDvec.cgi?smart=67:Pfam_DVL(46|64)+	103652167,A0A1D6MWS9,A0A1D6MWS9_MAIZE,ROTUNDIFOLIA like 8,Uncharacterized protein LOC103652167,XP_008676028,ZEAMMB73_Zm00001d041535,zma:103652167
A0A1D6MWT0	4577.A0A1D6MWT0	GRAS domain family50; Belongs to the GRAS family.	https://smart.embl.de/smart/DDvec.cgi?smart=710:Pfam_GRAS(330|702)+	100194157,A0A1D6MWT0,A0A1D6MWT0_MAIZE,GRAS domain family50,Scarecrow-like protein 34,XP_020405892,ZEAMMB73_Zm00001d041536,zma:100194157
A0A1D6MWT1	4577.A0A1D6MWT1	Transcription termination factor MTERF15 mitochondrial.	https://smart.embl.de/smart/DDvec.cgi?smart=329:Pfam_mTERF(161|268)+	100276908,A0A1D6MWT1,A0A1D6MWT1_MAIZE,NP_001144077,Uncharacterized LOC100276908,ZEAMMB73_Zm00001d041537,zma:100276908
A0A1D6MWT3	4577.A0A1D6MWT3	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=230:	100276878,A0A1D6MWT3,A0A1D6MWT3_MAIZE,NP_001307222,Uncharacterized protein,Uncharacterized protein LOC100276878,ZEAMMB73_Zm00001d041539,zma:100276878
A0A1D6MWT7	4577.A0A1D6MWT7	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=175:Pfam_Ndr(1|139)+	103652170,A0A1D6MWT7,A0A1D6MWT7_MAIZE,Protein NDL1,Uncharacterized protein,XP_023157893,ZEAMMB73_Zm00001d041545,zma:103652170
A0A1D6MWU4	4577.A0A1D6MWU4	Dof zinc finger protein DOF2.2.	https://smart.embl.de/smart/DDvec.cgi?smart=343:Pfam_zf-Dof(110|167)+	103650524,A0A1D6MWU4,A0A1D6MWU4_MAIZE,Dof zinc finger protein DOF2.2,NP_001333768,Uncharacterized protein LOC103650524,ZEAMMB73_Zm00001d041549,zma:103650524
A0A1D6MWV4	4577.A0A1D6MWV4	Osmotin-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=184:Pfam_Thaumatin(7|127)+	103652171,A0A1D6MWV4,A0A1D6MWV4_MAIZE,Osmotin-like protein,XP_008676032,ZEAMMB73_Zm00001d041553,zma:103652171
A0A1D6MWV6	4577.A0A1D6MWV6	Importin subunit beta-1.	https://smart.embl.de/smart/DDvec.cgi?smart=987:IBN_N(138|218)+Pfam_HEAT_EZ(496|552)+	100381984,A0A1D6MWV6,A0A1D6MWV6_MAIZE,Importin subunit beta-1,NP_001168225,Uncharacterized LOC100381984,ZEAMMB73_Zm00001d041556,zma:100381984
A0A1D6MWW1	4577.A0A1D6MWW1	Probable magnesium transporter; Acts as a Mg(2+) transporter. Can also transport other divalent cations such as Fe(2+), Sr(2+), Ba(2+), Mn(2+) and Co(2+) but to a much less extent than Mg(2+).	https://smart.embl.de/smart/DDvec.cgi?smart=88:Pfam_Mg_trans_NIPA(1|42)+TRANS(64|86)+	A0A1D6MWW1,A0A1D6MWW1_MAIZE,Probable magnesium transporter,ZEAMMB73_Zm00001d041560
A0A1D6MWW7	4577.A0A1D6MWW7	CASP-like protein; Belongs to the Casparian strip membrane proteins (CASP) family.	https://smart.embl.de/smart/DDvec.cgi?smart=196:Pfam_DUF588(29|166)+	103650532,A0A1D6MWW7,A0A1D6MWW7_MAIZE,CASP-like protein,CASP-like protein 4C1,XM_008676108.1,XP_008674330,XP_008674330.1,ZEAMMB73_Zm00001d041567,zma:103650532
A0A1D6MWX6	4577.A0A1D6MWX6	Translocon-associated protein beta (TRAPB) family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=193:Pfam_TRAP_beta(5|183)+	100272685,A0A1D6MWX6,A0A1D6MWX6_MAIZE,NP_001140613,Translocon-associated protein subunit beta,Uncharacterized LOC100272685 precursor,ZEAMMB73_Zm00001d041569,zma:100272685
A0A1D6MWX9	4577.A0A1D6MWX9	Eukaryotic aspartyl protease family protein; Belongs to the peptidase A1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=440:SIGNAL(1|23)+Pfam_TAXi_N(71|240)+Pfam_TAXi_C(268|434)+	103650533,A0A1D6MWX9,A0A1D6MWX9_MAIZE,Aspartic proteinase nepenthesin-1,Eukaryotic aspartyl protease family protein,XM_008676109.1,XP_008674331,XP_008674331.1,ZEAMMB73_Zm00001d041570,zma:103650533
A0A1D6MWY2	4577.A0A1D6MWY2	Protein kinase-related.	https://smart.embl.de/smart/DDvec.cgi?smart=194:SIGNAL(1|27)+Pfam_Malectin_like(37|182)+	103652174,A0A1D6MWY2,A0A1D6MWY2_MAIZE,Protein kinase-related,XP_008676035,ZEAMMB73_Zm00001d041573,zma:103652174
A0A1D6MWY3	4577.A0A1D6MWY3	Putative LRR receptor-like serine/threonine-protein kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=727:Pfam_Malectin_like(1|202)+Pfam_LRR_8(240|300)+TRANS(345|367)+Pfam_Pkinase_Tyr(409|497)+Pfam_Pkinase_Tyr(492|658)+	A0A1D6MWY3,A0A1D6MWY3_MAIZE,ZEAMMB73_Zm00001d041574
A0A1D6MWZ6	4577.A0A1D6MWZ6	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=420:	103652175,A0A1D6MWZ6,A0A1D6MWZ6_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103652175,XP_020406486,ZEAMMB73_Zm00001d041577,zma:103652175
A0A1D6MWZ7	4577.A0A1D6MWZ7	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=224:Pfam_DUF538(26|139)+	103650536,A0A1D6MWZ7,A0A1D6MWZ7_MAIZE,Uncharacterized protein,Uncharacterized protein LOC103650536,XM_008676111.1,XM_008676115.1,XP_008674333,XP_008674333.1,XP_008674337.1,ZEAMMB73_Zm00001d041578,zma:103650536
A0A1D6MWZ8	4577.A0A1D6MWZ8	R2R3MYB-domain protein.	http://smart.embl.de/smart/DDvec.cgi?smart=161:	541731,A0A1D6MWZ8,A0A1D6MWZ8_MAIZE,R2R3MYB-domain protein,Transcription factor JAMYB,Transcription factor MYB, plant,XP_008674336,ZEAMMB73_Zm00001d041580,zma:541731
A0A1D6MX03	4577.A0A1D6MX03	Zinc knuckle (CCHC-type) family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1210:Pfam_FbpA(229|576)+Pfam_DUF814(584|685)+ZnF_C2HC(1035|1051)+Pfam_DUF3441(1090|1189)+	103650540,A0A1D6MX03,A0A1D6MX03_MAIZE,Nuclear export mediator factor NEMF,XP_008674338,ZEAMMB73_Zm00001d041582,Zinc knuckle (CCHC-type) family protein,zma:103650540
A0A1D6MX07	4577.A0A1D6MX07	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=175:	A0A1D6MX07,A0A1D6MX07_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d041583
A0A1D6MX08	4577.A0A1D6MX08	NB-ARC domain containing protein expressed; Belongs to the disease resistance NB-LRR family.	https://smart.embl.de/smart/DDvec.cgi?smart=939:Pfam_NB-ARC(170|455)+	103650543,A0A1D6MX08,A0A1D6MX08_MAIZE,NB-ARC domain containing protein expressed,Putative disease resistance RPP13-like protein 3,XP_008674342,ZEAMMB73_Zm00001d041584,zma:103650543
A0A1D6MX10	4577.A0A1D6MX10	Uncharacterized protein.	http://smart.embl.de/smart/DDvec.cgi?smart=309:	A0A1D6MX10,A0A1D6MX10_MAIZE,Uncharacterized protein,XM_008677816.1,XP_008676038.1,ZEAMMB73_Zm00001d041586
A0A1D6MX11	4577.A0A1D6MX11	MADS-box domain-containing protein.	https://smart.embl.de/smart/DDvec.cgi?smart=135:MADS(1|41)+	103652179,A0A1D6MX11,A0A1D6MX11_MAIZE,MADS-box domain-containing protein,Uncharacterized protein LOC103652179,XM_008677817.1,XP_008676039,XP_008676039.1,ZEAMMB73_Zm00001d041587,zma:103652179
A0A1D6MX14	4577.A0A1D6MX14	Ankyrin repeat family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=125:ANK(2|31)+ANK(35|64)+	A0A1D6MX14,A0A1D6MX14_MAIZE,Ankyrin repeat family protein,ZEAMMB73_Zm00001d041589
A0A1D6MX19	4577.A0A1D6MX19	Modifier of snc1.	https://smart.embl.de/smart/DDvec.cgi?smart=1507:Pfam_BAT2_N(7|157)+	103650547,A0A1D6MX19,A0A1D6MX19_MAIZE,Modifier of snc1,Protein MODIFIER OF SNC1 1,XP_008674347,ZEAMMB73_Zm00001d041592,zma:103650547
A0A1D6MX77	4577.A0A1D6MX77	Putative glycerol-3-phosphate acyltransferase 2.	https://smart.embl.de/smart/DDvec.cgi?smart=595:PlsC(386|491)+	A0A1D6MX77,A0A1D6MX77_MAIZE,Putative glycerol-3-phosphate acyltransferase 2,ZEAMMB73_Zm00001d041596
A0A1D6MX79	4577.A0A1D6MX79	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=67:SIGNAL(1|35)+	A0A1D6MX79,A0A1D6MX79_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d041598
A0A1D6MX83	4577.A0A1D6MX83	PAS domain-containing protein tyrosine kinase family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=820:PAS(110|177)+PAC(182|224)+Pfam_Pkinase(480|565)+Pfam_Pkinase(607|800)+	103650550,A0A1D6MX83,A0A1D6MX83_MAIZE,ZEAMMB73_Zm00001d041599
A0A1D6MX92	4577.A0A1D6MX92	Plant invertase/pectin methylesterase inhibitor superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=228:SIGNAL(1|28)+PMEI(70|221)+	103650551,A0A1D6MX92,A0A1D6MX92_MAIZE,Pectinesterase inhibitor 10,XM_008676130.1,XP_008674352,XP_008674352.1,ZEAMMB73_Zm00001d041600,zma:103650551
A0A1D6MXB5	4577.A0A1D6MXB5	RNA pseudouridine synthase 1.	https://smart.embl.de/smart/DDvec.cgi?smart=348:Pfam_PseudoU_synth_2(88|287)+	100272613,A0A1D6MXB5,A0A1D6MXB5_MAIZE,NP_001140548,RNA pseudouridine synthase 1,Uncharacterized protein LOC100272613 isoform 3,ZEAMMB73_Zm00001d041610,zma:100272613
A0A1D6MXB6	4577.A0A1D6MXB6	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=92:SIGNAL(1|30)+	A0A1D6MXB6,A0A1D6MXB6_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d041611
A0A1D6MXB7	4577.A0A1D6MXB7	Late embryogenesis abundant protein (LEA) family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=151:SIGNAL(1|26)+Pfam_DUF4149(43|145)+	A0A1D6MXB7,A0A1D6MXB7_MAIZE,ZEAMMB73_Zm00001d041612
A0A1D6MXC5	4577.A0A1D6MXC5	CTP synthase; Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen.	https://smart.embl.de/smart/DDvec.cgi?smart=637:Pfam_CTP_synth_N(21|291)+Pfam_Peptidase_C26(395|549)+	100280500,6.3.4.2,A0A1D6MXC5,A0A1D6MXC5_MAIZE,CTP synthase,EC 6.3.4.2,NP_001146892,UTP--ammonia ligase,ZEAMMB73_Zm00001d041620,zma:100280500
A0A1D6MXD8	4577.A0A1D6MXD8	Mono-/di-acylglycerol lipase N-terminal.	https://smart.embl.de/smart/DDvec.cgi?smart=602:SIGNAL(1|21)+Pfam_Lipase_3(200|340)+	103650557,A0A1D6MXD8,A0A1D6MXD8_MAIZE,Mono-/di-acylglycerol lipase N-terminal,Uncharacterized protein LOC103650557,XM_008676131.1,XP_008674353,XP_008674353.1,ZEAMMB73_Zm00001d041624,zma:103650557
A0A1D6MXE6	4577.A0A1D6MXE6	Dihydrofolate synthetase.	http://smart.embl.de/smart/DDvec.cgi?smart=576:	103650558,6.3.2.12,A0A1D6MXE6,A0A1D6MXE6_MAIZE,Dihydrofolate synthase,Dihydrofolate synthetase,Dihydrofolate synthetase isoform X1,EC 6.3.2.12,XP_008674354,ZEAMMB73_Zm00001d041625,zma:103650558
A0A1D6MXF3	4577.A0A1D6MXF3	Trafficking protein particle complex II-specific subunit 130-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1283:TRANS(459|481)+Pfam_Foie-gras_1(545|699)+Pfam_TRAPPC10(1139|1258)+	100381936,A0A1D6MXF3,A0A1D6MXF3_MAIZE,NP_001336947,Trafficking protein particle complex subunit 10,Uncharacterized protein LOC100381936,ZEAMMB73_Zm00001d041632,zma:100381936
A0A1D6MXG1	4577.A0A1D6MXG1	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=533:TRANS(58|80)+TRANS(498|520)+	100384001,A0A1D6MXG1,A0A1D6MXG1_MAIZE,NM_001321714.1,NP_001308643,NP_001308643.1,Uncharacterized protein,Uncharacterized protein LOC100384001,ZEAMMB73_Zm00001d041634,zma:100384001
A0A1D6MXG3	4577.A0A1D6MXG3	F-box family protein.	https://smart.embl.de/smart/DDvec.cgi?smart=663:LRR(77|102)+LRR(133|158)+LRR(159|183)+LRR_CC(184|209)+LRR(210|234)+LRR(235|259)+LRR(260|285)+LRR(338|363)+LRR(364|389)+LRR(390|415)+LRR(416|440)+LRR(441|465)+LRR_CC(466|491)+LRR(492|517)+LRR(518|542)+LRR(543|568)+LRR(569|593)+	103650561,A0A1D6MXG3,A0A1D6MXG3_MAIZE,F-box and leucine-rich repeat protein 2/20,F-box family protein,NP_001333165,Uncharacterized protein LOC103650561,ZEAMMB73_Zm00001d041635,zma:103650561
A0A1D6MXG9	4577.A0A1D6MXG9	Adenine nucleotide alpha hydrolase-like superfamily protein.	https://smart.embl.de/smart/DDvec.cgi?smart=176:Pfam_Usp(22|170)+	100304266,A0A1D6MXG9,A0A1D6MXG9_MAIZE,NP_001159181,Uncharacterized protein LOC100304266,ZEAMMB73_Zm00001d041638,zma:100304266
A0A1D6MXH1	4577.A0A1D6MXH1	Splicing factor U2af small subunit A.	https://smart.embl.de/smart/DDvec.cgi?smart=172:Pfam_zf-CCCH(13|39)+RRM(45|142)+	103652188,A0A1D6MXH1,A0A1D6MXH1_MAIZE,Splicing factor U2AF 35 kDa subunit,Splicing factor U2af small subunit A,Splicing factor U2af small subunit B,XP_008676046,ZEAMMB73_Zm00001d041639,zma:103652188
A0A1D6MXH4	4577.A0A1D6MXH4	Uncharacterized protein.	https://smart.embl.de/smart/DDvec.cgi?smart=84:SIGNAL(1|29)+Pfam_Cyclotide(55|84)+	A0A1D6MXH4,A0A1D6MXH4_MAIZE,Uncharacterized protein,ZEAMMB73_Zm00001d041645
A0A1D6MXH6	4577.A0A1D6MXH6	Auxilin-related protein 1.	https://smart.embl.de/smart/DDvec.cgi?smart=884:DnaJ(818|883)+	103650566,A0A1D6MXH6,A0A1D6MXH6_MAIZE,Auxilin-related protein 1,XM_008676139.1,XP_008674361,XP_008674361.1,ZEAMMB73_Zm00001d041647,zma:103650566
A0A1D6MXI4	4577.A0A1D6MXI4	L-tryptophan--pyruvate aminotransferase 1.	https://smart.embl.de/smart/DDvec.cgi?smart=424:TRANS(19|36)+Pfam_Aminotran_1_2(105|420)+	100285505,2.6.1.99,A0A1D6MXI4,A0A1D6MXI4_MAIZE,Alliin lyase 2,EC 2.6.1.99,L-tryptophan---pyruvate aminotransferase,L-tryptophan--pyruvate aminotransferase 1,NP_001151869,ZEAMMB73_Zm00001d041648,zma:100285505
A0A1D6MXJ7	4577.A0A1D6MXJ7	S-type anion channel SLAH3.	https://smart.embl.de/smart/DDvec.cgi?smart=600:Pfam_SLAC1(246|554)+	103650569,A0A1D6MXJ7,A0A1D6MXJ7_MAIZE,S-type anion channel SLAH2,S-type anion channel SLAH3,XM_008676144.1,XP_008674366,XP_008674366.1,ZEAMMB73_Zm00001d041653,zma:103650569
A0A1D6MXJ8	4577.A0A1D6MXJ8	Jasmonate-induced protein.	http://smart.embl.de/smart/DDvec.cgi?smart=209:	100283794,A0A1D6MXJ8,A0A1D6MXJ8_MAIZE,Jasmonate-induced protein,NP_001150165,ZEAMMB73_Zm00001d041656,zma:100283794
A0A1D6MXJ9	4577.A0A1D6MXJ9	OSJNBa0024J22.14-like protein.	http://smart.embl.de/smart/DDvec.cgi?smart=215:	103650571,23 kDa jasmonate-induced protein,A0A1D6MXJ9,A0A1D6MXJ9_MAIZE,OSJNBa0024J22.14-like protein,XP_008674367,ZEAMMB73_Zm00001d041657,zma:103650571
A0A1D6MXK4	4577.A0A1D6MXK4	DNA-directed DNA polymerases.	http://smart.embl.de/smart/DDvec.cgi?smart=171:	103642327,A0A1D6MXK4,A0A1D6MXK4_MAIZE,DNA polymerase delta subunit 3,DNA-directed DNA polymerases,Uncharacterized protein LOC103642327,XP_008663851,ZEAMMB73_Zm00001d041666,zma:103642327
